WAVE,FLUX,ERR,CONT,Z,Transitions,SplineRanges
1285.7497,1.04357,0.10694707,0.98530348,,,
1285.848,0.929132,0.10281981,0.97906655,,,
1285.9463,0.879681,0.10120876,0.97693864,,,
1286.0446,0.973451,0.10454332,0.97942751,,,
1286.1429,0.81156,0.094929962,0.98191689,,,
1286.2413,0.782706,0.0935151,0.9844619,,,
1286.3396,0.556907,0.083212221,0.9874329,,,
1286.4379,0.521145,0.081566446,0.99040454,,,
1286.5362,0.400173,0.075274155,0.9933768,,,
1286.6345,0.486501,0.079821661,0.99679402,,,
1286.7328,0.769597,0.092622827,1.0003545,,,
1286.8311,1.17993,0.10822962,1.0039158,,,
1286.9294,1.57355,0.12056103,1.0059819,,,
1287.0277,1.77856,0.12651146,1.0045404,,,
1287.126,2.38642,0.14190932,1.0030985,,,
1287.2243,2.28948,0.13963502,1.0016563,,,
1287.3227,2.49269,0.17475459,0.99177732,,,
1287.421,3.14935,0.22726054,0.98138285,,,
1287.5193,2.70993,0.20534739,0.97098607,,,
1287.6176,1.85,0.12864898,0.9701852,,,
1287.7159,1.74138,0.12580172,0.97619103,,,
1287.8142,1.46971,0.11793543,0.98219815,,,
1287.9125,1.33495,0.11361671,0.98697604,,,
1288.0108,1.33519,0.11364035,0.98329257,,,
1288.1091,1.35664,0.11433922,0.97960826,,,
1288.2074,1.32217,0.11296155,0.97592312,,,
1288.3057,1.54177,0.12003497,0.9805386,,,
1288.4041,1.53491,0.11967187,0.98762595,,,
1288.5024,1.57506,0.1210635,0.99471484,,,
1288.6007,1.61034,0.12207597,0.99847927,,,
1288.699,1.44184,0.11711234,0.99751843,,,
1288.7973,1.17606,0.10836748,0.99655736,,,
1288.8956,1.15866,0.10792789,0.99559605,,,
1288.9939,1.17112,0.10847493,0.99105321,,,
1289.0922,1.16053,0.10801852,0.98634038,,,
1289.1905,1.20644,0.10990695,0.98162649,,,
1289.2888,0.880016,0.1001813,0.98259243,,,
1289.3871,1.03585,0.10751022,0.98736787,,,
1289.4854,1.15143,0.11205225,0.99214433,,,
1289.5838,0.897873,0.10272452,0.99641516,,,
1289.6821,0.994064,0.10445577,0.99758713,,,
1289.7804,0.933259,0.099800432,0.99875933,,,
1289.8787,0.978556,0.10169567,0.99993175,,,
1289.977,0.862881,0.097148091,1.0004724,,,
1290.0753,0.972131,0.10130455,1.0008379,,,
1290.1736,0.926405,0.099691651,1.0012034,,,
1290.2719,1.09909,0.10610027,1.0010322,,,
1290.3702,1.0532,0.10433468,1.0001393,,,
1290.4685,0.959719,0.10082493,0.99924622,,,
1290.5668,1.00115,0.10245261,0.9983529,,,
1290.6652,1.04124,0.10405024,0.98842851,,,
1290.7635,1.02525,0.10338455,0.97820798,,,
1290.8618,1.07206,0.1050892,0.96798519,,,
1290.9601,1.02016,0.14030946,0.95043216,,,
1291.0584,0.841366,0.13629567,0.9282078,,,
1291.1567,0.943455,0.11757305,0.90597855,,,
1291.255,0.818407,0.095722566,0.88874667,,,
1291.3533,0.935018,0.10024621,0.89925214,,,
1291.4516,0.969488,0.10162839,0.90975988,,,
1291.5499,0.905576,0.099101819,0.92026989,,,
1291.6482,0.894747,0.09864717,0.9367494,,,
1291.7466,0.997763,0.10263606,0.95475754,,,
1291.8449,0.829591,0.096154051,0.97276959,,,
1291.9432,0.841171,0.096437709,0.98541106,,,
1292.0415,0.968355,0.10155682,0.98748481,,,
1292.1398,0.869739,0.097575794,0.98955899,,,
1292.2381,1.03653,0.10403426,0.99163359,,,
1292.3364,1.27454,0.11217333,0.99386115,,,
1292.4347,1.06648,0.10511939,0.99609217,,,
1292.533,0.967391,0.10154739,0.99832365,,,
1292.6313,0.956354,0.10108843,0.99732158,,,
1292.7296,1.01534,0.10322288,0.99336508,,,
1292.828,0.876504,0.098208227,0.98940769,,,
1292.9263,0.910788,0.099422822,0.98376727,,,
1293.0246,1.07892,0.1056359,0.96961673,,,
1293.1229,0.999491,0.10292516,0.95546308,,,
1293.2212,1.00007,0.10288959,0.94130632,,,
1293.3195,1.04042,0.1042517,0.94492378,,,
1293.4178,0.942143,0.10078569,0.95591241,,,
1293.5161,1.01314,0.10343351,0.9669034,,,
1293.6144,0.929485,0.10021683,0.97491674,,,
1293.7127,0.986247,0.10233391,0.97741195,,,
1293.811,0.911426,0.099674531,0.97990768,,,
1293.9094,1.04454,0.10691522,0.98240392,,,
1294.0077,0.908143,0.10268886,0.9677704,,,
1294.106,0.94398,0.10407373,0.95104304,,,
1294.2043,1.04023,0.10912763,0.93431202,,,
1294.3026,0.90119,0.10347194,0.89635627,,,
1294.4009,0.950736,0.10218876,0.83994018,,,
1294.4992,0.876811,0.098174636,0.78351179,,,
1294.5975,0.98718,0.10235879,0.73573308,,,
1294.6958,0.970276,0.10170513,0.79209728,,,
1294.7941,0.953078,0.10113226,0.84847371,,,
1294.8924,0.98272,0.10237679,0.90486238,,,
1294.9908,1.10394,0.1067515,0.93203309,,,
1295.0891,0.964573,0.10165192,0.9477976,,,
1295.1874,0.876831,0.098452274,0.96356552,,,
1295.2857,0.987046,0.1026266,0.97524245,,,
1295.384,0.865939,0.097934185,0.97533322,,,
1295.4823,0.918968,0.099956718,0.97542398,,,
1295.5806,0.844011,0.097195624,0.97551473,,,
1295.6789,1.12283,0.10750469,0.96490403,,,
1295.7772,1.10615,0.10699749,0.95316457,,,
1295.8755,1.01814,0.10375395,0.94142254,,,
1295.9738,0.911706,0.099791426,0.9248107,,,
1296.0721,0.988973,0.1024458,0.90213391,,,
1296.1705,0.93024,0.10052295,0.87945218,,,
1296.2688,0.924869,0.10029731,0.8567655,,,
1296.3671,0.941129,0.10085906,0.86592432,,,
1296.4654,0.940112,0.10066063,0.8754962,,,
1296.5637,0.853578,0.097269615,0.88507014,,,
1296.662,0.85851,0.09772832,0.90138401,,,
1296.7603,0.916367,0.099747727,0.92164305,,,
1296.8586,0.887493,0.098755271,0.94190645,,,
1296.9569,0.84693,0.097088855,0.95965093,,,
1297.0552,0.968212,0.10185441,0.96531917,,,
1297.1535,0.875863,0.098326012,0.97098862,,,
1297.2519,0.945753,0.10084193,0.97665927,,,
1297.3502,0.874701,0.098290666,0.97538732,,,
1297.4485,0.905812,0.10019635,0.97132551,,,
1297.5468,1.12714,0.11052005,0.96726281,,,
1297.6451,0.921271,0.10326798,0.96601864,,,
1297.7434,0.930671,0.10397203,0.96985049,,,
1297.8417,0.995204,0.10795804,0.97368315,,,
1297.94,0.917869,0.10308112,0.97751661,,,
1298.0383,1.08456,0.10659504,0.97815207,,,
1298.1366,0.93325,0.10061669,0.97842811,,,
1298.2349,0.979486,0.10236895,0.97870419,,,
1298.3333,0.880907,0.09847422,0.96448639,,,
1298.4316,0.89832,0.099335363,0.93798747,,,
1298.5299,0.862728,0.097880008,0.91148279,,,
1298.6282,0.798397,0.095239512,0.88292936,,,
1298.7265,0.844647,0.096977646,0.83187702,,,
1298.8248,0.867767,0.098020561,0.78081361,,,
1298.9231,0.781477,0.094687124,0.72973914,,,
1299.0214,0.780467,0.094479997,0.74797035,,,
1299.1197,0.836932,0.096655643,0.8077756,,,
1299.218,0.860483,0.097631251,0.86759374,,,
1299.3163,0.785787,0.094673675,0.91662642,,,
1299.4147,0.79735,0.095098872,0.93610893,,,
1299.513,0.797046,0.095243715,0.95559561,,,
1299.6113,0.906721,0.099356626,0.97508648,,,
1299.7096,0.982573,0.10252969,0.9783064,,,
1299.8079,1.0691,0.1056688,0.97769509,,,
1299.9062,0.849671,0.097163436,0.97708362,,,
1300.0045,0.873468,0.098287082,0.97499647,,,
1300.1028,1.03553,0.10448044,0.97018396,,,
1300.2011,0.908931,0.09968862,0.96537038,,,
1300.2994,0.961708,0.10183554,0.96055573,,,
1300.3977,1.00644,0.1035087,0.95793333,,,
1300.4961,1.05251,0.10510045,0.95532413,,,
1300.5944,0.926209,0.10033351,0.95271435,,,
1300.6927,1.04065,0.10461698,0.95024399,,,
1300.791,0.96587,0.10197487,0.94789449,,,
1300.8893,0.962518,0.10171385,0.94554445,,,
1300.9876,0.904446,0.09941339,0.94391363,,,
1301.0859,0.938053,0.10057917,0.95085409,,,
1301.1842,0.950885,0.10120014,0.95779602,,,
1301.2825,1.05979,0.10508368,0.96473942,,,
1301.3808,0.794789,0.09527378,0.96977683,,,
1301.4791,0.732334,0.092411823,0.97364278,,,
1301.5775,0.794812,0.095222124,0.97750953,,,
1301.6758,0.598474,0.08643115,0.98080432,,,
1301.7741,0.533822,0.083144368,0.98248436,,,
1301.8724,0.701667,0.091290744,0.98416474,,,
1301.9707,0.592362,0.086103865,0.98584545,,,
1302.069,0.549417,0.084423266,0.9860413,,,
1302.1673,0.925157,0.10293233,0.98587424,,,
1302.2656,0.866382,0.10244335,0.98570711,,,
1302.3639,0.91896,0.1045679,0.98534064,,,
1302.4622,1.04017,0.10954899,0.98459653,,,
1302.5605,0.882308,0.10088621,0.95699722,,,
1302.6588,0.79947,0.095340755,0.95699722,,,
